X,Y,sigma_xx,sigma_yy,sigma_xy,sigma_1,sigma_3,epsilon_xx,epsilon_yy,epsilon_xy,tau_mob,tau_max,tau_rel,status
0.14397699,1.2083462,0.06553263,0.06827546,0.014673172,0.08164117,0.052166924,0.006601452,0.007314587,0.0076300483,0.014737122,2.90806,0.0050676814,0.0
0.14397699,0.9940605,0.038099956,0.04346662,0.008745902,0.04993157,0.031635,0.0035437953,0.0049391277,0.004547869,0.009148285,2.913936,0.0031394942,0.0
0.16072504,0.42465436,0.0517745,0.047893975,0.009643811,0.059671294,0.03999718,0.0056872284,0.0046782917,0.005014781,0.009837057,2.9119,0.0033782264,0.0
0.16072504,0.42465436,0.06170203,0.029252881,0.00828838,0.06369652,0.0272584,0.008948044,0.00051126553,0.004309957,0.01821906,2.91288,0.0062546553,0.0
0.16479054,1.3017813,0.030371884,0.039808717,0.007688914,0.044111546,0.026069056,0.0024226026,0.0048761787,0.003998235,0.009021245,2.9152167,0.0030945367,0.0
0.17539273,0.91348445,0.047941193,0.029921297,0.0073415833,0.05055355,0.027308937,0.006391435,0.0017062628,0.003817623,0.011622306,2.9143527,0.0039879545,0.0
0.18208425,2.2196405,0.07479258,0.07345362,0.01095195,0.085095495,0.063150704,0.007882865,0.0075347372,0.005695014,0.010972396,2.9064362,0.0037752062,0.0
0.18560408,1.3952162,0.057502527,0.049283847,0.013616331,0.06761609,0.039170276,0.006621319,0.0044844626,0.007080491,0.014222907,2.9110994,0.004885751,0.0
0.18560408,1.3952162,0.0636144,0.035391394,0.0105951885,0.06714921,0.031856578,0.008817291,0.0014793102,0.0055094976,0.017646315,2.9119744,0.006059914,0.0
0.18560408,1.609502,0.058362946,0.040236983,0.0127083035,0.06490889,0.033691034,0.00748357,0.0027708209,0.006608317,0.015608929,2.9120202,0.005360172,0.0
0.18560408,1.5023592,0.030079748,0.021276807,0.014564091,0.04089293,0.010463623,0.0038149229,0.0015261583,0.0075733266,0.015214653,2.9173338,0.0052152593,0.0
0.18560408,1.609502,0.002463871,0.001747548,0.010702603,0.012814303,-0.008602885,0.00031211574,0.00012587177,0.0055653527,0.010708594,2.9226365,0.0036640184,0.0
0.18790959,2.888058,0.04761914,0.03953888,0.011850256,0.056099046,0.031058978,0.00558265,0.0034817823,0.006162132,0.012520034,2.9133072,0.004297533,0.0
0.20566258,2.664174,0.0777659,0.08562464,0.014653532,0.096866496,0.06652405,0.00747467,0.0095179435,0.007619836,0.015171222,2.9047327,0.0052229324,0.0
0.20566258,2.664174,0.05211503,0.032244045,0.0067216586,0.054175153,0.030183928,0.0069698994,0.0018034432,0.0034952622,0.011995613,2.913622,0.0041170795,0.0
0.20566258,2.5570312,0.06038784,0.03807502,0.010900033,0.06482874,0.033634115,0.0080207335,0.002219402,0.0056680166,0.015597312,2.9120357,0.005356154,0.0
0.20566258,2.5570312,0.045573503,0.030613123,0.007799426,0.048899993,0.027286636,0.005906553,0.0020168547,0.004055701,0.010806679,2.914541,0.0037078492,0.0
0.20566258,2.4498882,0.03013657,0.059539285,0.008993165,0.06207182,0.02760404,0.0008407915,0.008485496,0.0046764454,0.01723389,2.913024,0.005916151,0.0
0.20566258,2.4498882,0.06526789,0.052881606,0.0155585995,0.07582065,0.04232885,0.00775399,0.004533556,0.008090471,0.016745899,2.9098213,0.005754958,0.0
0.2063321,1.7434763,0.017995523,0.02112419,0.015177665,0.034817927,0.0043017883,0.0016274981,0.0024409513,0.007892385,0.015258069,2.9187102,0.005227675,0.0
0.20680848,0.6186227,0.043156523,0.05109479,0.011388681,0.05918617,0.03506514,0.003869093,0.005933042,0.0059221135,0.012060516,2.9125092,0.0041409363,0.0
0.20680848,0.6186227,0.054377016,0.072471455,0.010252134,0.07709751,0.04975096,0.004243843,0.008948396,0.0053311093,0.013673276,2.9088428,0.0047005895,0.0
0.20680848,0.8329084,0.049994525,0.06796546,0.003011094,0.06845656,0.049503427,0.0037976971,0.0084701395,0.0015657687,0.009476567,2.9098427,0.0032567282,0.0
0.20680848,0.7257656,0.03241895,0.01688472,0.010730191,0.03789816,0.011405513,0.0045832405,0.0005443407,0.005579699,0.013246324,2.9175649,0.0045401985,0.0
0.20680848,0.8329084,0.026065663,0.015956242,0.008189474,0.030634755,0.011387149,0.0034993633,0.0008709141,0.004258526,0.009623803,2.9183838,0.0032976482,0.0
0.21596548,1.0625193,0.01841133,0.034005485,0.0073827463,0.036946163,0.015470655,0.0006984343,0.004752914,0.0038390276,0.010737754,2.9172146,0.0036808243,0.0
0.21596548,1.1696622,0.047353983,0.037100352,0.009843689,0.05332593,0.031128408,0.005724597,0.0030586529,0.005118718,0.01109876,2.9136112,0.0038092798,0.0
0.21596548,1.1696622,0.030501135,0.060231417,0.014522068,0.06614759,0.024584966,0.00085315533,0.008583029,0.007551475,0.020781312,2.912905,0.0071342224,0.0
0.21596548,1.0625193,0.05365641,0.043308314,0.012387261,0.06190678,0.035057943,0.006387417,0.0036969124,0.0064413752,0.013424419,2.912204,0.004609711,0.0
0.22706011,2.0917363,0.029483492,0.05482387,0.010275093,0.0584666,0.025840767,0.0010897331,0.007678231,0.005343048,0.016312916,2.9136276,0.0055988333,0.0
0.22706011,1.8774506,0.060519878,0.058703557,0.002815845,0.062570386,0.056653045,0.0064357393,0.005963496,0.0014642392,0.0029586703,2.9097006,0.0010168297,0.0
0.22706011,2.0917363,0.05961839,0.05380232,0.01061248,0.06771406,0.045706656,0.0066539655,0.0051417868,0.005518489,0.011003701,2.9103532,0.0037808816,0.0
0.22706011,1.9845934,0.060875453,0.03476812,0.012892969,0.06616918,0.029474393,0.008367418,0.0015795119,0.006704343,0.018347394,2.9123528,0.006299853,0.0
0.22706011,1.8774506,0.041992106,0.045211155,0.0033364496,0.047306016,0.03989725,0.004116093,0.004953045,0.0017349536,0.003704384,2.913302,0.0012715413,0.0
0.23333333,0.0,0.06911718,0.03990785,0.017863614,0.07758642,0.03143861,0.009466513,0.0018720882,0.009289078,0.023073904,2.9108477,0.007926867,0.0
0.23333333,0.21428572,0.054932054,0.06324773,0.013352651,0.073074915,0.04510487,0.0050643096,0.007226386,0.006943378,0.013985023,2.909818,0.0048061507,0.0
0.23333333,0.10714286,0.06423332,0.042205386,0.007913614,0.066781536,0.03965717,0.008398443,0.0026711805,0.0041150786,0.013562182,2.9111385,0.004658721,0.0
0.23333333,0.21428572,0.03310569,0.020955924,0.013432502,0.041773137,0.012288476,0.004390673,0.0012317342,0.0069849,0.01474233,2.9170296,0.0050538843,0.0
0.23677903,1.2630972,0.029306157,0.057578616,0.006947104,0.059193425,0.027691348,0.00084258826,0.008193427,0.0036124936,0.015751038,2.913338,0.005406526,0.0
0.23871078,3.0,0.035082877,0.03580159,0.004708171,0.0401641,0.030720368,0.003592559,0.0037794244,0.0024482487,0.004721865,2.9151375,0.0016197744,0.0
0.24738123,0.9819433,0.036580216,0.03480344,0.012154183,0.047878437,0.023505218,0.00394293,0.0034809688,0.006320175,0.012186609,2.9150813,0.0041805385,0.0
0.25063846,2.321984,0.016244061,0.024621397,0.014763311,0.035778746,0.0050867107,0.0010359499,0.003214057,0.007676921,0.015346018,2.9185138,0.005258162,0.0
0.25646377,2.776116,0.049109675,0.03907853,0.008181581,0.053690676,0.034497526,0.005889835,0.0032817372,0.0042544217,0.009596575,2.9131913,0.0032941794,0.0
0.2575926,1.3565322,0.073855504,0.0640491,0.0062862104,0.07692462,0.060979992,0.00844587,0.0058962065,0.003268829,0.007972315,2.9075994,0.002741889,0.0
0.26412928,0.51968,0.037611034,0.022631267,0.0048064156,0.03902059,0.021221714,0.0050799684,0.0011852299,0.002499336,0.008899438,2.9163344,0.0030515837,0.0
0.27421677,2.552232,0.054478236,0.03491124,0.012011895,0.060186747,0.029202726,0.007191961,0.0021045431,0.006246185,0.015492011,2.9130561,0.00531813,0.0
0.27421677,2.552232,0.0860775,0.08772787,0.0096241385,0.096562125,0.07724323,0.00882333,0.009252425,0.0050045517,0.009659447,2.9035614,0.0033267583,0.0
0.27421677,2.552232,0.06930754,0.043919906,0.007223418,0.071218885,0.04200856,0.009188219,0.0025874337,0.003756177,0.014605163,2.9103749,0.0050183097,0.0
0.27421677,2.552232,0.021886418,0.019326758,0.011664845,0.03234143,0.008871744,0.0024758405,0.001810329,0.006065719,0.011734843,2.9184747,0.0040208823,0.0
0.27421677,2.552232,0.08756272,0.09177132,0.003793459,0.09400504,0.085329,0.00877825,0.009872487,0.0019725985,0.0043380186,2.9029396,0.0014943538,0.0
0.27421677,2.552232,0.041389827,0.020106582,0.01089483,0.045977827,0.015518579,0.005964635,0.00043099083,0.005665311,0.015229624,2.9161935,0.0052224323,0.0
0.2773917,0.3175115,0.017796889,0.007822564,0.011101422,0.024979908,0.00063954387,0.0026288736,3.5549256e-05,0.0057727387,0.012170183,2.9202287,0.004167544,0.0
0.2784061,1.4499673,0.055061467,0.032771863,0.008861097,0.05815484,0.02967849,0.0074649807,0.0016696842,0.0046077697,0.014238175,2.9132311,0.004887417,0.0
0.2784061,1.4499673,0.09069686,0.08358896,0.0067767627,0.09479503,0.07949078,0.009986889,0.008138834,0.0035239162,0.0076521263,2.9035075,0.0026354766,0.0
0.2784061,1.5571101,0.0045361086,0.0035793001,0.00654458,0.0106197465,-0.0025043376,0.0005463863,0.0002976161,0.0034031814,0.006562042,2.9221976,0.0022455847,0.0
0.2784061,1.5571101,0.06888523,0.0435353,0.011179958,0.07311133,0.039309196,0.009141358,0.002550376,0.005813577,0.016901068,2.9104657,0.005806998,0.0
0.27879697,0.90136725,0.08148393,0.06528811,0.009450707,0.08583158,0.06094046,0.0097376015,0.0055266884,0.004914367,0.012445562,2.906602,0.0042818254,0.0
0.28795397,1.1309781,0.047324255,0.03672379,0.012416832,0.05552477,0.028523277,0.005748558,0.0029924375,0.0064567523,0.013500746,2.913657,0.0046336087,0.0
0.28795397,1.1309781,0.06825643,0.03728717,0.003030721,0.06855024,0.036993362,0.00951427,0.0014622622,0.0015759749,0.015778437,2.9112391,0.0054198354,0.0
0.28795397,1.1309781,0.0018685752,0.003062445,0.011969305,0.0144496905,-0.009518671,0.00010120997,0.00041161606,0.0062240376,0.011984181,2.9225557,0.0041005826,0.0
0.28795397,1.1309781,0.010197422,0.0052524507,0.01639977,0.024310037,-0.008860166,0.0014462393,0.00016054712,0.00852788,0.016585102,2.9213724,0.0056771613,0.0
0.28795397,1.1309781,0.036282852,0.035161655,0.012213507,0.04794862,0.02349589,0.0038608692,0.0035693583,0.006351023,0.0122263655,2.9150746,0.004194186,0.0
0.2956143,2.19408,0.008017566,0.003802149,0.009225553,0.015373116,-0.0035534017,0.0011626292,6.6620974e-05,0.004797287,0.009463259,2.9217808,0.0032388668,0.0
0.29913414,1.6910844,0.03864519,0.018544778,0.0032356167,0.039153196,0.018036772,0.005586931,0.00036082478,0.0016825205,0.010558212,2.9166777,0.0036199447,0.0
0.30726498,2.888058,0.016876627,0.0095994985,0.016654087,0.030284991,-0.0038088653,0.002322785,0.00043073157,0.008660125,0.017046928,2.9201324,0.0058377245,0.0
0.30876753,1.2244132,0.06609649,0.06273963,0.0084631005,0.07304599,0.05579013,0.0071358695,0.006263086,0.004400812,0.008627931,2.9086194,0.002966332,0.0
0.30876753,1.2244132,0.04959698,0.038863227,0.011716229,0.05711705,0.03134316,0.0059953174,0.0032045427,0.0060924385,0.012886945,2.9131606,0.004423699,0.0
0.3102127,0.7136483,0.08058858,0.072679006,0.011430965,0.08872955,0.06453804,0.008998157,0.0069416687,0.005944101,0.012095757,2.9058714,0.004162523,0.0
0.3102127,0.7136483,0.019203465,0.024911476,0.011600943,0.03400432,0.0101106195,0.0015519353,0.003036018,0.00603249,0.0119468495,2.9181483,0.004093983,0.0
0.3102127,0.8207912,0.05698512,0.05478974,0.0032669445,0.059333857,0.052441005,0.0060976916,0.0055268924,0.001698811,0.0034464262,2.9105382,0.00118412,0.0
