X,Y,sigma_xx,sigma_yy,sigma_xy,sigma_1,sigma_3,epsilon_xx,epsilon_yy,epsilon_xy,tau_mob,tau_max,tau_rel,status
0.89436656,1.0278885,0.051182795,0.05072915,0.009224674,0.060183436,0.04172851,0.0053583942,0.005240447,0.00479683,0.009227462,2.9116476,0.003169155,0.0
0.8953858,0.41462463,0.021172268,0.028424725,0.0047287643,0.030757587,0.018839408,0.0016362242,0.0035218624,0.0024589573,0.00595909,2.9175317,0.0020425108,0.0
0.8953858,0.41462463,0.0070283627,0.004728605,0.017166596,0.023083549,-0.011326581,0.0009103307,0.0003123938,0.008926629,0.017205065,2.921788,0.00588854,0.0
0.89565194,0.6192613,0.014166385,0.020579157,0.0077390843,0.025749784,0.008995759,0.0009731076,0.0026404283,0.0040243235,0.008377012,2.9192023,0.0028696235,0.0
0.89574903,2.4690802,0.050219107,0.024581056,0.00477647,0.05108007,0.023720093,0.0072225546,0.00055666146,0.0024837642,0.013679989,2.9146972,0.0046934513,0.0
0.8959181,0.823898,0.069815405,0.036613606,0.008395202,0.07181744,0.034611568,0.009850541,0.0012180741,0.0043655047,0.018602937,2.9111395,0.0063902596,0.0
0.8959181,0.823898,0.018598832,0.03881913,0.01310032,0.045256898,0.012161067,0.00035709504,0.005614372,0.0068121655,0.016547915,2.9166522,0.005673599,0.0
0.8959181,0.823898,0.035212785,0.047452886,0.0064425427,0.050218854,0.032446813,0.002707401,0.0058898274,0.003350122,0.008886021,2.9138124,0.00304962,0.0
0.8959181,0.823898,0.07790837,0.07040846,0.0062402673,0.081438735,0.066878095,0.008687462,0.0067374865,0.0032449388,0.00728032,2.9064283,0.0025049027,0.0
0.8959181,0.823898,0.02162297,0.038756322,0.0066492767,0.041034035,0.019345256,0.0009123873,0.0053670583,0.0034576235,0.01084439,2.9163191,0.0037185196,0.0
0.8959181,0.823898,0.0698589,0.057271894,0.0065187793,0.07262645,0.054504342,0.008247112,0.004974489,0.003389765,0.009061053,2.908811,0.0031150368,0.0
0.90535754,1.5598687,0.0186441,0.020437604,0.012013402,0.031587675,0.007494027,0.0017990927,0.0022654037,0.006246968,0.012046824,2.9187145,0.004127442,0.0
0.90535754,1.5598687,0.055077452,0.06434644,0.007412605,0.0684541,0.050969794,0.0050050733,0.0074150097,0.0038545541,0.008742154,2.909678,0.003004509,0.0
0.9098209,1.9057873,0.007114942,0.00767538,0.0029684932,0.010376851,0.0044134716,0.0006962397,0.00084195356,0.0015436163,0.0029816898,2.9214468,0.0010206209,0.0
0.9098209,1.9057873,0.065384224,0.052701518,0.0027013416,0.06593562,0.052150123,0.00778921,0.004491706,0.0014046975,0.006892748,2.9098284,0.0023687817,0.0
0.91435957,0.20731232,0.031247042,0.06078589,0.008159173,0.062889755,0.029143173,0.00094566203,0.008625762,0.0042427694,0.01687329,2.9127588,0.0057928897,0.0
0.92048293,2.2547672,0.053587742,0.040369056,0.012690371,0.06128675,0.032670047,0.0066041816,0.0031673238,0.0065989923,0.014308352,2.9125423,0.0049126674,0.0
0.92048293,2.2547672,0.044523574,0.051634047,0.00768558,0.05654686,0.039610766,0.0040758345,0.005924557,0.003996501,0.008468047,2.9122949,0.0029076887,0.0
0.9212441,3.0,0.013070199,0.019584255,0.009886981,0.026736867,0.0059175855,0.000851204,0.0025448587,0.00514123,0.01040964,2.9194374,0.0035656323,0.0
0.9212441,3.0,0.046012297,0.058199063,0.0065462044,0.06104895,0.04316241,0.0038347102,0.0070032696,0.003404026,0.008943271,2.911389,0.0030718227,0.0
0.9212441,3.0,0.054249328,0.04688144,0.013063511,0.0641384,0.036992367,0.0062166243,0.004300974,0.006793025,0.013573015,2.9117355,0.004661486,0.0
0.9305852,2.7910519,0.05960761,0.071481206,0.012035706,0.07896469,0.052124135,0.00527305,0.008360185,0.0062585664,0.013420276,2.908366,0.00461437,0.0
0.93333334,0.0,0.07067811,0.04550785,0.016127683,0.07854995,0.037636008,0.009313803,0.0027695347,0.008386394,0.020456972,2.9100423,0.007029785,0.0
0.93333334,0.0,0.086738296,0.090763964,0.013675895,0.102574356,0.0749279,0.008706779,0.009753454,0.0071114646,0.013823226,2.9031456,0.004761465,0.0
0.93333334,0.0,0.07308649,0.0820673,0.015630951,0.09384006,0.061313737,0.006900491,0.009235501,0.008128094,0.016263163,2.9056592,0.0055970647,0.0
0.93664116,1.3467597,0.06787763,0.045579903,0.008014927,0.07045961,0.04299792,0.008798495,0.0030010866,0.0041677617,0.013730846,2.9103491,0.0047179377,0.0
0.9399263,2.582104,0.008066364,0.013017161,0.009694988,0.020547781,0.00053574424,0.0004527396,0.0017399467,0.0050413935,0.010006018,2.920739,0.0034258515,0.0
0.9399263,2.582104,0.056365333,0.056036383,0.0036783416,0.059882876,0.05251884,0.005887652,0.0058021247,0.0019127375,0.0036820173,2.9104679,0.0012650946,0.0
0.9496075,2.0296326,0.053191774,0.053243276,0.010222495,0.06344005,0.042994995,0.005527927,0.0055413167,0.005315697,0.010222526,2.911139,0.0035115213,0.0
0.9496075,2.0296326,0.023879597,0.05015926,0.0021872844,0.050340064,0.02369879,0.0004336642,0.0072663757,0.0011373878,0.013320637,2.9147828,0.0045700273,0.0
0.9530587,1.1382099,0.06387282,0.050887767,0.0039304453,0.06496985,0.049790744,0.0076556066,0.004279493,0.0020438314,0.0075895544,2.9102025,0.0026079128,0.0
0.9546102,0.9342195,0.05635892,0.02576653,0.0076742275,0.058176093,0.023949357,0.008247533,0.0002935123,0.003990598,0.017113369,2.9138732,0.005873066,0.0
0.9546102,0.9342195,0.045771636,0.063304275,0.0089066345,0.06703501,0.042040896,0.0033927038,0.007951189,0.0046314495,0.012497058,2.910842,0.0042932797,0.0
0.9586403,0.5173733,0.030380832,0.05856067,0.012167,0.06308692,0.025854582,0.0009615789,0.008288336,0.0063268393,0.01861617,2.9131064,0.0063904873,0.0
0.9589064,0.72201,0.059396964,0.030365212,0.006494397,0.060783535,0.028978638,0.00844176,0.0008935049,0.003377086,0.015902448,2.9130142,0.005459104,0.0
0.9589064,0.72201,0.04756063,0.020934254,0.00895619,0.050292827,0.01820206,0.007023162,0.00010030497,0.0046572187,0.016045384,2.9154062,0.005503653,0.0
0.9646602,2.3677907,0.033961833,0.05361419,0.0050153006,0.054820105,0.03275592,0.0019991458,0.007108759,0.002607956,0.011032093,2.91326,0.0037868551,0.0
0.96797335,1.6900663,0.02679863,0.046853106,0.006775302,0.04892753,0.024724208,0.0012228081,0.0064369715,0.0035231567,0.012101661,2.9148262,0.004151761,0.0
0.96797335,1.6900663,0.03872137,0.04555766,0.0076154405,0.05048689,0.03379214,0.0034937917,0.005271226,0.0039600288,0.008347373,2.913631,0.0028649385,0.0
0.9679941,0.31139883,0.027952122,0.017469421,0.009130129,0.0332384,0.01218314,0.003724671,0.000999169,0.0047476664,0.010527629,2.9180014,0.003607822,0.0
0.9804673,1.4616404,0.04523761,0.030262193,0.01633922,0.0557231,0.019776702,0.0058727926,0.0019791855,0.008496393,0.0179732,2.9146183,0.006166571,0.0
0.9804673,1.4616404,0.043689612,0.06712178,0.0091467835,0.07026942,0.040541977,0.0027160097,0.0088083735,0.004756327,0.014863722,2.9106467,0.0051066736,0.0
0.9824589,2.901393,0.019668791,0.030804887,0.00062000164,0.0308393,0.01963438,0.0011769384,0.0040723234,0.00032240083,0.0056024604,2.9174333,0.0019203388,0.0
0.9824589,2.901393,0.023945836,0.016191645,0.0057541886,0.027007224,0.013130257,0.0030951935,0.001079104,0.0029921778,0.0069384836,2.9185958,0.0023773361,0.0
0.98696786,0.10408652,0.0918959,0.09157216,0.009198248,0.1009337,0.08253436,0.009582425,0.009498251,0.004783089,0.009199671,2.9024746,0.0031695957,0.0
0.98696786,0.10408652,0.023725396,0.030833496,0.011783184,0.03958695,0.014971941,0.0019130092,0.0037611148,0.006127255,0.012307504,2.9169736,0.0042192717,0.0
0.98939407,2.1534777,0.042371765,0.055547375,0.011045714,0.061820634,0.036098503,0.0033789654,0.0068046236,0.005743771,0.012861066,2.9120967,0.004416428,0.0
0.98939407,2.1534777,0.08322215,0.07858674,0.010042014,0.091210455,0.07059844,0.009016665,0.0078114583,0.0052218465,0.010306008,2.9049108,0.0035477881,0.0
0.98939407,2.1534777,0.07328713,0.04352455,0.0114954,0.07721002,0.03960166,0.009943342,0.0022050713,0.0059776073,0.018804178,2.9099717,0.0064619794,0.0
0.98939407,2.1534777,0.021526504,0.047541264,0.010089926,0.050995916,0.01807185,0.00020960506,0.0069734417,0.0052467613,0.016462032,2.9153419,0.00564669,0.0
0.98939407,2.1534777,0.0732365,0.07935914,0.008507206,0.08533907,0.06725657,0.0071390304,0.008730914,0.004423747,0.00904125,2.905947,0.0031112921,0.0
0.98939407,2.1534777,0.039495174,0.05322282,0.0054614493,0.05513051,0.03758748,0.0030367412,0.0066059288,0.0028399534,0.008771516,2.9126818,0.0030114914,0.0
0.9918,2.692445,0.026542943,0.047584612,0.0017685223,0.04773222,0.026395336,0.0011192155,0.0065900492,0.0009196315,0.010668442,2.9147727,0.0036601282,0.0
1.0077599,1.8139114,0.03830249,0.053725008,0.012205125,0.060450807,0.031576693,0.0027805017,0.0067903567,0.0063466644,0.014437057,2.9127593,0.004956488,0.0
1.0088375,2.4808142,0.038750608,0.033602502,0.010520101,0.047006987,0.025346123,0.0044316147,0.0030931078,0.005470452,0.010830432,2.9149723,0.0037154495,0.0
1.0117509,1.2485315,0.03129464,0.028367957,0.0049652588,0.0350077,0.024654893,0.0034829231,0.002721986,0.0025819342,0.0051764036,2.9163997,0.0017749293,0.0
1.0117509,1.2485315,0.05519496,0.06837921,0.009824478,0.07361825,0.04995592,0.0047119036,0.008139808,0.005108728,0.011831164,2.9092112,0.0040667946,0.0
1.0133024,1.0445409,0.041105784,0.02145732,0.008479336,0.044259023,0.018304083,0.0058075814,0.0006989807,0.0044092545,0.01297747,2.9160733,0.0044503235,0.0
1.0133024,1.0445409,0.06448687,0.0723563,0.01755617,0.08641328,0.05042989,0.0060928175,0.008138869,0.009129208,0.017991694,2.9077187,0.0061875633,0.0
1.0183132,0.82833683,0.035617813,0.028564371,0.0054900525,0.038616307,0.025565878,0.0042544208,0.0024205255,0.002854827,0.0065252148,2.9158914,0.0022378112,0.0
1.0183132,0.82833683,0.029066727,0.045774482,0.01191403,0.051971596,0.022869613,0.0017197342,0.0060637505,0.0061952947,0.014550991,2.9146924,0.0049922904,0.0
1.0216286,0.41548535,0.015509078,0.024135739,0.009500718,0.030256413,0.009388403,0.0009400644,0.003182996,0.004940373,0.010434005,2.918651,0.003574941,0.0
1.0216286,0.41548535,0.077941194,0.07494557,0.009205336,0.08576977,0.06711699,0.008339541,0.0075606797,0.004786774,0.009326391,2.9059143,0.0032094514,0.0
1.0218947,0.620122,0.01659535,0.009606152,0.010434919,0.024105284,0.0020962171,0.0022710736,0.00045388224,0.0054261573,0.011004534,2.9201632,0.0037684652,0.0
1.0218947,0.620122,0.022199236,0.011377403,0.010605646,0.028694525,0.004882112,0.003152823,0.00033914682,0.0055149356,0.011906207,2.9193337,0.0040783985,0.0
1.024391,3.0,0.085481964,0.08192047,0.008183617,0.09207634,0.07532609,0.00916792,0.008241931,0.0042554806,0.008375123,2.9042816,0.002883716,0.0
1.0335714,2.2665012,0.04232463,0.051688056,0.006999857,0.055427533,0.038585152,0.0036714135,0.0061059045,0.0036399253,0.00842119,2.9125361,0.0028913599,0.0
1.0335714,2.2665012,0.056582917,0.037927043,0.0075928345,0.05928251,0.035227448,0.0073397807,0.0024892539,0.0039482736,0.012027532,2.91248,0.004129653,0.0
1.0406024,0.20817304,0.000118362164,0.00011698666,0.016750365,0.01686804,-0.016632691,1.2416952e-05,1.2059322e-05,0.008710189,0.016750365,2.9230838,0.0057303747,0.0
1.0406024,0.20817304,0.043720677,0.03747347,0.01680614,0.05769103,0.02350312,0.005034232,0.0034099582,0.008739192,0.017093956,2.9139779,0.0058661927,0.0
1.0430831,1.591838,0.015402493,0.018848633,0.01209527,0.02934295,0.004908178,0.0013330601,0.0022290566,0.00628954,0.012217386,2.9192579,0.0041850996,0.0
1.0436736,2.8027859,0.04310524,0.039047457,0.007084174,0.04844533,0.033707365,0.004799451,0.0037444283,0.00368377,0.007368982,2.91387,0.0025289329,0.0
1.0436736,2.8027859,0.07059272,0.040204648,0.014703153,0.076542035,0.034255326,0.00971191,0.0018110139,0.0076456387,0.021143354,2.9106483,0.007264139,0.0
1.0475465,1.9377567,0.051167265,0.07426514,0.009827113,0.07788031,0.047552094,0.0035197607,0.009525207,0.005110098,0.015164107,2.909002,0.005212821,0.0
1.05,0.0,0.06298203,0.051347237,0.008825958,0.06773533,0.046593934,0.0074576447,0.0044325977,0.0045894976,0.0105706975,2.910251,0.0036322288,0.0
1.0530148,2.593838,0.07863219,0.07997508,0.012247096,0.091569126,0.06703815,0.008073001,0.008422153,0.006368489,0.0122654885,2.9052708,0.0042218054,0.0
1.0530148,2.593838,0.016018955,0.026847878,0.013304954,0.035797894,0.0070689395,0.00082131487,0.0036368351,0.0069185756,0.014364477,2.9182887,0.004922226,0.0
1.055577,1.3634121,0.013917681,0.015193313,0.013773713,0.02834397,0.00076702423,0.0013479394,0.0016796036,0.00716233,0.013788473,2.919836,0.0047223447,0.0
1.055577,1.3634121,0.034004316,0.052830003,0.0072073885,0.055272456,0.031561863,0.0020680449,0.006962723,0.0037478416,0.011855297,2.9133434,0.0040693097,0.0
1.0719947,1.1548624,0.06185658,0.06871521,0.014663433,0.08034499,0.050226793,0.00589811,0.0076813535,0.0076249843,0.015059099,2.9084241,0.005177752,0.0
1.0719947,1.1548624,0.06606138,0.065021075,0.00691547,0.07247622,0.05860622,0.0069515263,0.006681047,0.0035960441,0.0069350023,2.9083667,0.0023845006,0.0
1.0770054,0.9386583,0.07335934,0.078298666,0.0072908835,0.083526805,0.06813119,0.0072441036,0.008528327,0.0037912591,0.0076978058,2.9060524,0.0026488875,0.0
1.0777487,2.3795247,0.065167025,0.066672996,0.018716354,0.08465151,0.047188513,0.006659905,0.0070514553,0.009732503,0.018731497,2.9082816,0.0064407443,0.0
1.0777487,2.3795247,0.06341631,0.05563061,0.0032698319,0.06460737,0.054439556,0.0072025806,0.005178298,0.0017003124,0.0050839055,2.9097204,0.0017472145,0.0
1.0813015,0.72644883,0.025848147,0.048746716,0.007195175,0.05081988,0.023774981,0.00090211834,0.0068557463,0.0037414907,0.01352245,2.91472,0.004639365,0.0
1.0848831,0.5182341,0.03079487,0.055943616,0.006363499,0.05746211,0.029276371,0.0012410639,0.0077797375,0.0033090191,0.01409287,2.9133544,0.0048373346,0.0
1.0848831,0.5182341,0.050488736,0.037085894,0.008450752,0.054572687,0.033001944,0.0062962496,0.0028115106,0.0043943906,0.010785371,2.9132602,0.0037021653,0.0
1.0856059,2.901393,0.06745454,0.057058055,0.0014300881,0.067647666,0.05686493,0.007826197,0.005123111,0.0007436457,0.0053913686,2.9091055,0.0018532736,0.0
1.0873331,2.0616019,0.04801461,0.072523214,0.009372962,0.07569682,0.044841006,0.003081848,0.009454085,0.00487394,0.015427906,2.9095526,0.0053025014,0.0
1.0873331,2.0616019,0.06121145,0.049872033,0.00844383,0.065712474,0.045371003,0.007250463,0.004302217,0.004390791,0.010170735,2.9106162,0.0034943582,0.0
1.0897938,2.1830957,0.04630994,0.038834367,0.004800693,0.048656374,0.036487937,0.0053993277,0.0034556787,0.00249636,0.0060842186,2.9135337,0.0020882608,0.0
1.0897938,2.1830957,0.026401957,0.027903382,0.004270717,0.031488866,0.022816474,0.002628692,0.0030190626,0.0022207727,0.004336196,2.9170022,0.0014865247,0.0
1.094237,0.31225955,0.026358502,0.022401953,0.005534931,0.03025807,0.018502384,0.0030498947,0.0020211919,0.002878164,0.005877843,2.917626,0.0020145979,0.0
1.094237,0.31225955,0.05061624,0.052357245,0.0028020039,0.05442085,0.048552632,0.0051282896,0.005580951,0.0014570418,0.0029341094,2.9115283,0.0010077558,0.0
1.1036345,0.10408652,0.03567505,0.05398571,0.0119207315,0.059861146,0.029799616,0.002281973,0.0070427447,0.0061987797,0.015030765,2.9130256,0.0051598465,0.0
1.1048884,2.704179,0.01882969,0.008898217,0.01487413,0.029545099,-0.0018171901,0.0027329423,0.0001507596,0.0077345464,0.015681144,2.9199915,0.0053702705,0.0
1.1048884,2.704179,0.008153543,0.018836634,0.0040058643,0.020171843,0.0068183336,1.4687158e-05,0.0027922909,0.0020830492,0.006676755,2.9200745,0.0022865017,0.0
1.105699,1.7220356,0.010669464,0.020017872,0.014264655,0.030354615,0.00033271965,0.00038044833,0.0028110342,0.00741762,0.015010947,2.9196587,0.0051413365,0.0
1.105699,1.7220356,0.044625737,0.03187752,0.0061259717,0.047092263,0.029411,0.0056354366,0.002320901,0.003185505,0.008840632,2.9145055,0.0030333214,0.0
1.1181929,1.4936097,0.0042078136,0.007655354,0.007557224,0.013682907,-0.0018197396,0.00016870436,0.0010650649,0.003929756,0.0077513233,2.9217758,0.0026529494,0.0
1.121926,2.4925485,0.04824342,0.062287092,0.0053710686,0.064105764,0.046424747,0.003921908,0.0075732633,0.0027929554,0.008840509,2.9106784,0.0030372674,0.0
1.121926,2.4925485,0.061724156,0.06516656,0.012042283,0.07561003,0.051280692,0.006150804,0.007045829,0.0062619867,0.012164667,2.908838,0.004181968,0.0
1.1275381,3.0,0.022869527,0.016467111,0.012880514,0.03294067,0.006395964,0.002877819,0.001213191,0.0066978666,0.013272353,2.918686,0.004547373,0.0
1.1306869,1.2651838,0.01250598,0.007188351,0.009773808,0.019976165,-0.00028183218,0.0017153968,0.00033281336,0.0050823796,0.010128999,2.920895,0.0034677724,0.0
1.1306869,1.2651838,0.05571442,0.07571819,0.012085638,0.08140389,0.05002872,0.004234005,0.009434984,0.006284531,0.015687585,2.9083273,0.005394023,0.0
1.1306869,1.2651838,0.053307794,0.035615426,0.004608781,0.054436367,0.03448685,0.006924015,0.0023239988,0.0023965659,0.009974759,2.9131086,0.0034240945,0.0
1.1306869,1.2651838,0.05110814,0.07293296,0.009805845,0.07669145,0.047349647,0.0036129102,0.009287362,0.005099039,0.014670901,2.9091587,0.0050430046,0.0
1.1306869,1.2651838,0.020528711,0.044201385,0.009350793,0.04744935,0.017280743,0.00028851724,0.0064434116,0.0048624123,0.015084304,2.9158297,0.005173246,0.0
1.1306869,1.2651838,0.06642302,0.078057386,0.010994647,0.084678926,0.059801478,0.0060005123,0.009025448,0.0057172156,0.012438724,2.9068596,0.0042790934,0.0
1.133971,2.2961192,0.07352378,0.08426111,0.009316602,0.0896452,0.068139695,0.006808961,0.009600666,0.0048446325,0.010752752,2.9053633,0.003701001,0.0
1.1356976,1.0489798,0.07379885,0.08178078,0.003095807,0.08284073,0.07273889,0.0070524886,0.00912779,0.0016098195,0.00505092,2.9056113,0.001738333,0.0
1.1407082,0.8327757,0.073955774,0.06531407,0.010621002,0.081101194,0.05816865,0.008365452,0.006118609,0.0055229203,0.011466272,2.907446,0.0039437613,0.0
1.1407082,0.8327757,0.058141287,0.07772777,0.0130004855,0.0842109,0.051658157,0.004518947,0.009611433,0.0067602517,0.016276373,2.9078283,0.0055974326,0.0
1.1442899,0.6245609,0.017048413,0.032862287,0.011790366,0.03915156,0.01075914,0.00053955265,0.0046511595,0.0061309896,0.01419621,2.9174964,0.0048658876,0.0
1.1454855,1.8458807,0.018305575,0.025976654,0.015626961,0.038231894,0.0060503315,0.0013054353,0.003299916,0.0081260195,0.01609078,2.9181297,0.005514073,0.0
1.1468207,2.8027859,0.0677707,0.041621864,0.0008419946,0.06779778,0.04159478,0.00908776,0.0022890645,0.00043783715,0.0131014995,2.9108062,0.0045009865,0.0
1.1478715,0.41634607,0.036476206,0.06899177,0.0018472275,0.06909638,0.036371596,0.0012573111,0.009711357,0.0009605582,0.016362391,2.9112477,0.005620405,0.0
1.1478715,0.41634607,0.032528892,0.0214561,0.012051553,0.04025491,0.013730083,0.004246682,0.0013677564,0.006266807,0.013262413,2.9170382,0.004546534,0.0
1.1478715,0.41634607,0.07519074,0.08631962,0.0067482274,0.089501694,0.072008654,0.0069517833,0.009845291,0.003509078,0.00874652,2.9049442,0.003010908,0.0
1.1478715,0.41634607,0.048071925,0.041825823,0.008477406,0.05398325,0.035914503,0.0054866755,0.0038626888,0.0044082506,0.009034373,2.912999,0.0031013994,0.0
1.1478715,0.41634607,0.037263423,0.026947038,0.009204923,0.04265689,0.021553569,0.0046800734,0.0019978136,0.0047865594,0.010551661,2.915888,0.0036186783,0.0
1.1478715,0.41634607,0.022542516,0.02785632,0.008533677,0.034137134,0.0162617,0.0019299446,0.0033115335,0.004437512,0.0089377165,2.9174416,0.003063546,0.0
1.157269,0.20817304,0.06137112,0.041594613,0.008045573,0.06423076,0.038734972,0.007925163,0.0027832717,0.0041836975,0.012747895,2.911529,0.0043784194,0.0
1.1661032,2.605572,0.01616117,0.033119895,0.0049187434,0.034443267,0.014837797,0.0003579807,0.0047672493,0.0025577464,0.0098027345,2.9175673,0.0033599,0.0
1.1661032,2.605572,0.049624987,0.066924766,0.0079106735,0.069996625,0.046553127,0.0038116153,0.008309557,0.00411355,0.011721749,2.9100013,0.0040280907,0.0
1.1661032,2.605572,0.054971635,0.070186764,0.0057662283,0.07212511,0.05303329,0.0045302687,0.008486203,0.0029984384,0.009545909,2.909033,0.0032814716,0.0
1.1661032,2.605572,0.09457197,0.09318932,0.015463742,0.10935983,0.07840146,0.009943331,0.009583841,0.008041145,0.015479185,2.9019916,0.0053339866,0.0
1.1661032,2.605572,0.068842836,0.07275315,0.010003329,0.0809906,0.060605388,0.006854649,0.007871331,0.005201731,0.010192605,2.9071841,0.003506006,0.0
1.1661032,2.605572,0.044810634,0.022639427,0.00943489,0.048282083,0.019167978,0.0063896594,0.0006251458,0.004906142,0.014557052,2.9155238,0.004992946,0.0
1.1666666,0.0,0.046075497,0.046667986,0.015003381,0.061378047,0.03136544,0.0047456366,0.004899684,0.0078017577,0.015006304,2.912679,0.0051520625,0.0
1.1781483,2.4091427,0.0676395,0.07965525,0.0066353013,0.082598455,0.064696305,0.0060972786,0.009221373,0.0034503564,0.008951075,2.9065433,0.0030796293,0.0
1.1808087,1.6238073,0.08208417,0.08372699,0.010400201,0.09333816,0.07247299,0.008408613,0.008835745,0.005408104,0.010432586,2.9044607,0.0035919186,0.0
1.1852721,1.969726,0.06918282,0.039307564,0.014061683,0.074760154,0.03373023,0.009525282,0.0017577161,0.0073120743,0.020514961,2.9109077,0.0070476164,0.0
1.1852721,1.969726,0.024829712,0.025598193,0.0007866833,0.02608946,0.024338447,0.0025223482,0.0027221532,0.00040907526,0.00087550655,2.9174383,0.00030009428,0.0
1.1877327,2.0912197,0.081279054,0.08058986,0.010550909,0.09149099,0.07037792,0.008506778,0.008327587,0.005486472,0.010556534,2.904904,0.003634039,0.0
1.1887529,2.901393,0.05283532,0.033434484,0.017570637,0.06320541,0.023064392,0.0070081376,0.001963921,0.009136731,0.020070512,2.913407,0.0068890173,0.0
1.1901934,2.2127135,0.08196067,0.086350985,0.008557849,0.092990726,0.07532093,0.008181465,0.009322945,0.004450081,0.0088348985,2.9041793,0.0030421326,0.0
1.1901934,2.2127135,0.03970211,0.029165262,0.0075880876,0.0436714,0.025195971,0.0049508926,0.0022113128,0.003945805,0.009237714,2.9153643,0.003168631,0.0
1.1933026,1.3953815,0.06416055,0.036294173,0.0060680443,0.06542456,0.03503016,0.008846273,0.0016010165,0.0031553828,0.015197201,2.9118116,0.0052191564,0.0
1.1933026,1.3953815,0.061861925,0.046470106,0.006706315,0.06437394,0.04395809,0.0076342016,0.0036323285,0.0034872836,0.010207925,2.9109256,0.0035067624,0.0
1.1943897,1.1593013,0.078068554,0.084199734,0.011102229,0.09265184,0.069616444,0.007640896,0.009235003,0.0057731587,0.011517696,2.904859,0.003964976,0.0
1.1943897,1.1593013,0.07191078,0.055384994,0.009903855,0.07654602,0.050749756,0.0087677315,0.0044710273,0.005150004,0.012898132,2.9087925,0.004434188,0.0
1.1994004,0.9430972,0.0836674,0.06757976,0.009838762,0.08833201,0.06291515,0.009956244,0.0057734577,0.005116156,0.012708433,2.9060986,0.004373022,0.0
1.2036966,0.7308877,0.08277237,0.07368469,0.0097526405,0.08898774,0.06746933,0.009317163,0.0069543687,0.0050713727,0.010759205,2.9055126,0.0037030315,0.0
1.2072783,0.5226729,0.0653591,0.071567,0.015435362,0.08420741,0.05271869,0.0063131293,0.007927183,0.008026388,0.015744358,2.9077094,0.0054146945,0.0
1.2072783,0.5226729,0.054220963,0.066628836,0.0071879574,0.06991993,0.050929874,0.0046711657,0.007897212,0.0037377374,0.009495027,2.9095175,0.0032634372,0.0
1.2080355,2.704179,0.060225397,0.061515782,0.009835485,0.070727214,0.05101396,0.00616279,0.00649829,0.005114452,0.009856626,2.9094174,0.003387835,0.0
1.2080355,2.704179,0.07597889,0.057695962,0.008960481,0.07963808,0.05403678,0.009327872,0.004574311,0.0046594497,0.012800649,2.908075,0.00440176,0.0
1.2109036,0.31225955,0.033231042,0.05806775,0.0072612274,0.060034834,0.031263955,0.0015187644,0.007976308,0.0037758378,0.014385439,2.9128413,0.004938628,0.0
1.2109036,0.31225955,0.050089102,0.060898792,0.012023794,0.068676665,0.042311233,0.00436611,0.0071766293,0.0062523726,0.013182716,2.910627,0.0045291674,0.0
1.2203012,0.10408652,0.028874012,0.053662308,0.016664486,0.062036403,0.020499913,0.0010694097,0.0075143664,0.008665532,0.020768244,2.913827,0.00712748,0.0
1.2223256,2.5221663,0.0690849,0.03841931,0.010062379,0.07209184,0.035412364,0.009576744,0.0016036917,0.0052324366,0.018339738,2.9110186,0.0063001104,0.0
1.2223256,2.5221663,0.056976117,0.04211551,0.007355496,0.060001086,0.03909054,0.007084643,0.003220885,0.0038248575,0.010455273,2.911965,0.003590453,0.0
1.2306851,3.0,0.007710473,0.007628752,0.015396114,0.023065781,-0.0077265557,0.00080826343,0.0007870158,0.008005979,0.015396168,2.921385,0.0052701607,0.0
1.2343707,2.325737,0.0582877,0.07929875,0.012293311,0.084963925,0.05262252,0.004423058,0.00988593,0.006392521,0.016170703,2.9076352,0.005561462,0.0
1.2434245,1.754005,0.025278771,0.0117340125,0.009708455,0.030343588,0.0066691963,0.003685483,0.00016384604,0.005048396,0.011837196,2.9189472,0.004055296,0.0
1.2434245,1.754005,0.058537193,0.053057466,0.006322541,0.06268801,0.048906658,0.006515286,0.005090557,0.003287721,0.006890675,2.9105585,0.0023674753,0.0
1.2499677,2.8027859,0.040261246,0.06556001,0.010077901,0.06908379,0.03673747,0.0022138653,0.008791544,0.005240508,0.016173158,2.911208,0.0055554803,0.0
1.2499677,2.8027859,0.045007035,0.025488738,0.009402239,0.04879938,0.021696389,0.006203158,0.0011284013,0.0048891637,0.013551496,2.9151812,0.0046485947,0.0
1.2559185,1.5255791,0.06695706,0.030831993,0.01752813,0.07406376,0.02372529,0.009781288,0.00038877185,0.009114627,0.025169237,2.9121113,0.008642952,0.0
1.2559185,1.5255791,0.08120203,0.07746865,0.006937937,0.08652001,0.07215067,0.008736214,0.0077655343,0.003607727,0.0071846694,2.9052637,0.0024729837,0.0
1.257106,1.269654,0.009514442,0.012894362,0.011128643,0.022460628,-5.1824376e-05,0.00072586804,0.0016046473,0.0057868934,0.011256226,2.92059,0.0038540934,0.0
1.257106,1.269654,0.02101248,0.04196354,0.009103155,0.045366198,0.01760982,0.0005511152,0.00599839,0.0047336402,0.013878189,2.916027,0.00475928,0.0
1.2580926,1.0534186,0.03568668,0.018313313,0.008767447,0.03934206,0.014657929,0.0050665364,0.0005494619,0.004559072,0.012342066,2.9170365,0.0042310287,0.0
1.2580926,1.0534186,0.06741333,0.047186345,0.012139019,0.07309979,0.041499883,0.00858869,0.003329674,0.0063122893,0.015799955,2.9102206,0.005429126,0.0
